card_id,name,scheme_type,members_count,monthly_entitlement_kg,monthly_rice_kg,monthly_wheat_kg,language,home_fps_id
RC-KA-004943,Meena Sharma,PHH,1,5,0,5,kn,FPS-KA-YAD-0003
RC-KA-004944,Meena Reddy,PHH,6,30,0,30,kn,FPS-KA-YAD-0004
RC-KA-004945,Prakash Patil,PHH,3,15,10,5,en,FPS-KA-YAD-0005
RC-KA-004946,Manoj Gowda,PHH,1,5,5,0,kn,FPS-KA-YAD-0006
RC-KA-004947,Bhavana Shetty,PHH,4,20,0,20,kn,FPS-KA-YAD-0007
RC-KA-004948,Sneha Kulkarni,PHH,2,10,0,10,kn,FPS-KA-YAD-0008
RC-KA-004949,Rahul Kulkarni,PHH,1,5,5,0,en,FPS-KA-YAD-0009
RC-KA-004950,Aarav Rao,PHH,8,40,10,30,kn,FPS-KA-YAD-0010
RC-KA-004951,Rekha Rao,PHH,5,25,10,15,en,FPS-KA-YAD-0011
RC-KA-004952,Ananya Desai,PHH,5,25,25,0,kn,FPS-KA-YAD-0012
RC-KA-004953,Shankar Gowda,PHH,2,10,10,0,kn,FPS-KA-YAD-0013
RC-KA-004954,Ganesh Reddy,PHH,8,40,0,40,kn,FPS-KA-YAD-0014
RC-KA-004955,Arjun Kumar,PHH,7,35,0,35,en,FPS-KA-YAD-0015
RC-KA-004956,Shankar Nayak,PHH,4,20,10,10,kn,FPS-KA-YAD-0016
RC-KA-004957,Akash Poojary,PHH,3,15,5,10,kn,FPS-KA-YAD-0017
RC-KA-004958,Bhavana Reddy,PHH,7,35,0,35,kn,FPS-KA-YAD-0018
RC-KA-004959,Sanjay Nayak,PHH,5,25,0,25,kn,FPS-KA-YAD-0019
RC-KA-004960,Sneha Desai,PHH,1,5,5,0,kn,FPS-KA-YAD-0020
RC-KA-004961,Aarav Reddy,PHH,8,40,10,30,kn,FPS-KA-BAG-0001
RC-KA-004962,Kavya Hegde,PHH,3,15,15,0,kn,FPS-KA-BAG-0002
RC-KA-004963,Meena Kulkarni,PHH,2,10,0,10,en,FPS-KA-BAG-0003
RC-KA-004964,Sneha Naik,PHH,2,10,10,0,kn,FPS-KA-BAG-0004
RC-KA-004965,Kavya Kumar,PHH,1,5,0,5,kn,FPS-KA-BAG-0005
RC-KA-004966,Ananya Kulkarni,PHH,6,30,20,10,kn,FPS-KA-BAG-0006
RC-KA-004967,Prakash Poojary,PHH,1,5,0,5,kn,FPS-KA-BAG-0007
RC-KA-004968,Pooja Sharma,PHH,2,10,5,5,en,FPS-KA-BAG-0008
RC-KA-004969,Pooja Nayak,PHH,2,10,0,10,hi,FPS-KA-BAG-0009
RC-KA-004970,Shankar Joshi,PHH,7,35,20,15,hi,FPS-KA-BAG-0010
RC-KA-004971,Lakshmi Rao,PHH,7,35,20,15,kn,FPS-KA-BAG-0011
RC-KA-004972,Kiran Patil,PHH,7,35,10,25,kn,FPS-KA-BAG-0012
RC-KA-004973,Divya Patil,PHH,1,5,5,0,kn,FPS-KA-BAG-0013
RC-KA-004974,Pooja Gowda,PHH,4,20,15,5,hi,FPS-KA-BAG-0014
RC-KA-004975,Ganesh Sharma,PHH,2,10,10,0,kn,FPS-KA-BAG-0015
RC-KA-004976,Aditi Patil,PHH,3,15,0,15,kn,FPS-KA-BAG-0016
RC-KA-004977,Sanjay Poojary,PHH,7,35,15,20,kn,FPS-KA-BAG-0017
RC-KA-004978,Deepa Naik,PHH,3,15,5,10,hi,FPS-KA-BAG-0018
RC-KA-004979,Manoj Patil,PHH,5,25,20,5,kn,FPS-KA-BAG-0019
RC-KA-004980,Naveen Kulkarni,PHH,3,15,0,15,kn,FPS-KA-BAG-0020
RC-KA-004981,Arjun Bhat,PHH,6,30,10,20,kn,FPS-KA-BAL-0001
RC-KA-004982,Bhavana Reddy,PHH,1,5,0,5,kn,FPS-KA-BAL-0002
RC-KA-004983,Kavya Nayak,PHH,8,40,10,30,en,FPS-KA-BAL-0003
RC-KA-004984,Shalini Reddy,PHH,6,30,0,30,en,FPS-KA-BAL-0004
RC-KA-004985,Pooja Joshi,PHH,1,5,0,5,kn,FPS-KA-BAL-0005
RC-KA-004986,Sanjay Bhat,PHH,7,35,15,20,hi,FPS-KA-BAL-0006
RC-KA-004987,Ananya Sharma,PHH,7,35,35,0,kn,FPS-KA-BAL-0007
RC-KA-004988,Prakash Rao,PHH,1,5,0,5,kn,FPS-KA-BAL-0008
RC-KA-004989,Kiran Rao,PHH,2,10,0,10,kn,FPS-KA-BAL-0009
RC-KA-004990,Suresh Kumar,PHH,1,5,0,5,kn,FPS-KA-BAL-0010
RC-KA-004991,Sanjay Poojary,PHH,2,10,5,5,kn,FPS-KA-BAL-0011
RC-KA-004992,Meena Reddy,PHH,3,15,5,10,kn,FPS-KA-BAL-0012
RC-KA-004993,Prakash Bhat,PHH,8,40,40,0,en,FPS-KA-BAL-0013
RC-KA-004994,Pooja Rao,PHH,8,40,0,40,kn,FPS-KA-BAL-0014
RC-KA-004995,Sneha Gowda,PHH,6,30,10,20,kn,FPS-KA-BAL-0015
RC-KA-004996,Kiran Reddy,PHH,7,35,35,0,en,FPS-KA-BAL-0016
RC-KA-004997,Priya Kumar,PHH,1,5,0,5,kn,FPS-KA-BAL-0017
RC-KA-004998,Lakshmi Gowda,PHH,5,25,25,0,kn,FPS-KA-BAL-0018
RC-KA-004999,Manoj Gowda,PHH,2,10,10,0,hi,FPS-KA-BAL-0019
RC-KA-005000,Harish Gowda,PHH,2,10,10,0,en,FPS-KA-BAL-0020
RC-KA-005001,Naveen Shetty,PHH,6,30,25,5,kn,FPS-KA-BEL-0001
RC-KA-005002,Chetan Poojary,PHH,5,25,5,20,en,FPS-KA-BEL-0002
RC-KA-005003,Kavya Reddy,PHH,5,25,25,0,kn,FPS-KA-BEL-0003
RC-KA-005004,Lakshmi Kulkarni,PHH,6,30,30,0,kn,FPS-KA-BEL-0004
RC-KA-005005,Prakash Sharma,PHH,1,5,5,0,kn,FPS-KA-BEL-0005
RC-KA-005006,Rekha Naik,PHH,5,25,10,15,kn,FPS-KA-BEL-0006
RC-KA-005007,Rekha Patil,PHH,7,35,30,5,kn,FPS-KA-BEL-0007
RC-KA-005008,Divya Nayak,PHH,2,10,0,10,kn,FPS-KA-BEL-0008
RC-KA-005009,Pooja Nayak,PHH,1,5,0,5,hi,FPS-KA-BEL-0009
RC-KA-005010,Vijay Shetty,PHH,2,10,10,0,kn,FPS-KA-BEL-0010
RC-KA-005011,Vijay Rao,PHH,4,20,20,0,kn,FPS-KA-BEL-0011
RC-KA-005012,Swathi Kulkarni,PHH,5,25,0,25,kn,FPS-KA-BEL-0012
RC-KA-005013,Naveen Nayak,PHH,3,15,0,15,kn,FPS-KA-BEL-0013
RC-KA-005014,Harish Nayak,PHH,2,10,5,5,kn,FPS-KA-BEL-0014
RC-KA-005015,Vijay Hegde,PHH,3,15,15,0,kn,FPS-KA-BEL-0015
RC-KA-005016,Vijay Reddy,PHH,4,20,15,5,kn,FPS-KA-BEL-0016
RC-KA-005017,Ganesh Gowda,PHH,6,30,15,15,kn,FPS-KA-BEL-0017
RC-KA-005018,Pooja Shetty,PHH,3,15,0,15,en,FPS-KA-BEL-0018
RC-KA-005019,Ravi Kulkarni,PHH,6,30,0,30,kn,FPS-KA-BEL-0019
RC-KA-005020,Rahul Hegde,PHH,2,10,10,0,kn,FPS-KA-BEL-0020
RC-KA-005021,Ravi Kumar,PHH,6,30,20,10,kn,FPS-KA-BLR-R-0001
RC-KA-005022,Aditi Desai,PHH,7,35,5,30,en,FPS-KA-BLR-R-0002
RC-KA-005023,Lakshmi Kulkarni,PHH,3,15,5,10,kn,FPS-KA-BLR-R-0003
RC-KA-005024,Pooja Reddy,PHH,1,5,0,5,kn,FPS-KA-BLR-R-0004
RC-KA-005025,Akash Bhat,PHH,3,15,15,0,kn,FPS-KA-BLR-R-0005
RC-KA-005026,Arjun Sharma,PHH,3,15,5,10,en,FPS-KA-BLR-R-0006
RC-KA-005027,Arjun Patil,PHH,7,35,5,30,kn,FPS-KA-BLR-R-0007
RC-KA-005028,Aarav Desai,PHH,5,25,20,5,hi,FPS-KA-BLR-R-0008
RC-KA-005029,Deepa Kumar,PHH,7,35,30,5,hi,FPS-KA-BLR-R-0009
RC-KA-005030,Aditi Nayak,PHH,5,25,10,15,kn,FPS-KA-BLR-R-0010
RC-KA-005031,Arjun Desai,PHH,5,25,25,0,kn,FPS-KA-BLR-R-0011
RC-KA-005032,Ganesh Kulkarni,PHH,7,35,15,20,en,FPS-KA-BLR-R-0012
RC-KA-005033,Harish Reddy,PHH,1,5,0,5,kn,FPS-KA-BLR-R-0013
RC-KA-005034,Sanjay Rao,PHH,1,5,5,0,kn,FPS-KA-BLR-R-0014
RC-KA-005035,Arjun Naik,PHH,4,20,10,10,kn,FPS-KA-BLR-R-0015
RC-KA-005036,Lakshmi Gowda,PHH,4,20,10,10,kn,FPS-KA-BLR-R-0016
RC-KA-005037,Bhavana Hegde,PHH,8,40,30,10,kn,FPS-KA-BLR-R-0017
RC-KA-005038,Sneha Desai,PHH,2,10,10,0,kn,FPS-KA-BLR-R-0018
RC-KA-005039,Aarav Joshi,PHH,3,15,15,0,kn,FPS-KA-BLR-R-0019
RC-KA-005040,Kiran Nayak,PHH,7,35,30,5,hi,FPS-KA-BLR-R-0020
RC-KA-005041,Arjun Kumar,PHH,6,30,25,5,hi,FPS-KA-BLR-U-0001
RC-KA-005042,Vijay Sharma,PHH,3,15,10,5,en,FPS-KA-BLR-U-0002
RC-KA-005043,Manoj Joshi,PHH,8,40,30,10,en,FPS-KA-BLR-U-0003
RC-KA-005044,Manoj Kumar,PHH,5,25,20,5,kn,FPS-KA-BLR-U-0004
RC-KA-005045,Aditi Poojary,PHH,2,10,10,0,kn,FPS-KA-BLR-U-0005
RC-KA-005046,Lakshmi Nayak,PHH,4,20,10,10,kn,FPS-KA-BLR-U-0006
RC-KA-005047,Prakash Desai,PHH,2,10,10,0,kn,FPS-KA-BLR-U-0007
RC-KA-005048,Harish Kumar,PHH,5,25,5,20,kn,FPS-KA-BLR-U-0008
RC-KA-005049,Ganesh Bhat,PHH,5,25,5,20,kn,FPS-KA-BLR-U-0009
RC-KA-005050,Ananya Shetty,PHH,7,35,30,5,kn,FPS-KA-BLR-U-0010
RC-KA-005051,Lakshmi Kumar,PHH,2,10,5,5,hi,FPS-KA-BLR-U-0011
RC-KA-005052,Kavya Shetty,PHH,5,25,20,5,hi,FPS-KA-BLR-U-0012
RC-KA-005053,Bhavana Patil,PHH,6,30,10,20,kn,FPS-KA-BLR-U-0013
RC-KA-005054,Rahul Kumar,PHH,7,35,20,15,hi,FPS-KA-BLR-U-0014
RC-KA-005055,Rekha Sharma,PHH,2,10,0,10,kn,FPS-KA-BLR-U-0015
RC-KA-005056,Akash Joshi,PHH,8,40,15,25,kn,FPS-KA-BLR-U-0016
RC-KA-005057,Suresh Poojary,PHH,3,15,15,0,kn,FPS-KA-BLR-U-0017
RC-KA-005058,Harish Poojary,PHH,7,35,15,20,kn,FPS-KA-BLR-U-0018
RC-KA-005059,Naveen Rao,PHH,5,25,20,5,en,FPS-KA-BLR-U-0019
RC-KA-005060,Divya Sharma,PHH,3,15,0,15,kn,FPS-KA-BLR-U-0020
RC-KA-005061,Kiran Naik,PHH,7,35,0,35,en,FPS-KA-BID-0001
RC-KA-005062,Sneha Gowda,PHH,1,5,5,0,hi,FPS-KA-BID-0002
RC-KA-005063,Sneha Nayak,PHH,1,5,0,5,kn,FPS-KA-BID-0003
RC-KA-005064,Sanjay Naik,PHH,6,30,10,20,kn,FPS-KA-BID-0004
RC-KA-005065,Suresh Patil,PHH,2,10,10,0,kn,FPS-KA-BID-0005
RC-KA-005066,Ganesh Sharma,PHH,2,10,10,0,kn,FPS-KA-BID-0006
RC-KA-005067,Deepa Desai,PHH,7,35,0,35,hi,FPS-KA-BID-0007
RC-KA-005068,Rahul Kumar,PHH,3,15,0,15,hi,FPS-KA-BID-0008
RC-KA-005069,Chetan Shetty,PHH,7,35,0,35,en,FPS-KA-BID-0009
RC-KA-005070,Manoj Joshi,PHH,1,5,0,5,kn,FPS-KA-BID-0010
RC-KA-005071,Divya Patil,PHH,1,5,0,5,kn,FPS-KA-BID-0011
RC-KA-005072,Vijay Desai,PHH,1,5,0,5,kn,FPS-KA-BID-0012
RC-KA-005073,Rekha Desai,PHH,2,10,0,10,kn,FPS-KA-BID-0013
RC-KA-005074,Shalini Poojary,PHH,2,10,10,0,hi,FPS-KA-BID-0014
RC-KA-005075,Ananya Nayak,PHH,7,35,0,35,hi,FPS-KA-BID-0015
RC-KA-005076,Kavya Poojary,PHH,7,35,10,25,hi,FPS-KA-BID-0016
RC-KA-005077,Rahul Naik,PHH,1,5,5,0,kn,FPS-KA-BID-0017
RC-KA-005078,Kavya Nayak,PHH,8,40,40,0,kn,FPS-KA-BID-0018
RC-KA-005079,Manoj Hegde,PHH,1,5,0,5,kn,FPS-KA-BID-0019
RC-KA-005080,Rekha Gowda,PHH,4,20,10,10,kn,FPS-KA-BID-0020
RC-KA-005081,Pooja Joshi,PHH,1,5,5,0,en,FPS-KA-CHA-0001
RC-KA-005082,Meena Shetty,PHH,8,40,40,0,hi,FPS-KA-CHA-0002
RC-KA-005083,Manoj Gowda,PHH,8,40,0,40,hi,FPS-KA-CHA-0003
RC-KA-005084,Pooja Bhat,PHH,7,35,5,30,kn,FPS-KA-CHA-0004
RC-KA-005085,Sneha Shetty,PHH,2,10,10,0,kn,FPS-KA-CHA-0005
RC-KA-005086,Swathi Rao,PHH,3,15,5,10,kn,FPS-KA-CHA-0006
RC-KA-005087,Shalini Gowda,PHH,7,35,20,15,kn,FPS-KA-CHA-0007
RC-KA-005088,Deepa Patil,PHH,4,20,15,5,kn,FPS-KA-CHA-0008
RC-KA-005089,Ananya Nayak,PHH,8,40,30,10,kn,FPS-KA-CHA-0009
RC-KA-005090,Pooja Patil,PHH,1,5,0,5,hi,FPS-KA-CHA-0010
RC-KA-005091,Suresh Joshi,PHH,6,30,30,0,kn,FPS-KA-CHA-0011
RC-KA-005092,Divya Poojary,PHH,1,5,0,5,kn,FPS-KA-CHA-0012
RC-KA-005093,Arjun Reddy,PHH,5,25,5,20,hi,FPS-KA-CHA-0013
RC-KA-005094,Sneha Gowda,PHH,7,35,10,25,kn,FPS-KA-CHA-0014
RC-KA-005095,Kiran Sharma,PHH,7,35,0,35,hi,FPS-KA-CHA-0015
RC-KA-005096,Divya Kulkarni,PHH,7,35,25,10,hi,FPS-KA-CHA-0016
RC-KA-005097,Manoj Poojary,PHH,8,40,0,40,kn,FPS-KA-CHA-0017
RC-KA-005098,Rekha Gowda,PHH,6,30,0,30,kn,FPS-KA-CHA-0018
RC-KA-005099,Vijay Nayak,PHH,4,20,20,0,hi,FPS-KA-CHA-0019
RC-KA-005100,Swathi Shetty,PHH,6,30,25,5,hi,FPS-KA-CHA-0020
RC-KA-005101,Ananya Kumar,PHH,2,10,5,5,kn,FPS-KA-CHB-0001
RC-KA-005102,Kiran Gowda,PHH,7,35,20,15,hi,FPS-KA-CHB-0002
RC-KA-005103,Chetan Reddy,PHH,1,5,5,0,en,FPS-KA-CHB-0003
RC-KA-005104,Sneha Poojary,PHH,6,30,0,30,en,FPS-KA-CHB-0004
RC-KA-005105,Chetan Bhat,PHH,5,25,5,20,kn,FPS-KA-CHB-0005
RC-KA-005106,Deepa Sharma,PHH,2,10,10,0,kn,FPS-KA-CHB-0006
RC-KA-005107,Ganesh Joshi,PHH,3,15,10,5,kn,FPS-KA-CHB-0007
RC-KA-005108,Ganesh Nayak,PHH,2,10,0,10,kn,FPS-KA-CHB-0008
RC-KA-005109,Shankar Rao,PHH,2,10,10,0,kn,FPS-KA-CHB-0009
RC-KA-005110,Deepa Patil,PHH,2,10,0,10,kn,FPS-KA-CHB-0010
RC-KA-005111,Akash Kulkarni,PHH,3,15,0,15,kn,FPS-KA-CHB-0011
RC-KA-005112,Rekha Joshi,PHH,8,40,25,15,hi,FPS-KA-CHB-0012
RC-KA-005113,Shankar Reddy,PHH,7,35,20,15,kn,FPS-KA-CHB-0013
RC-KA-005114,Deepa Naik,PHH,4,20,20,0,en,FPS-KA-CHB-0014
RC-KA-005115,Aarav Kumar,PHH,2,10,0,10,kn,FPS-KA-CHB-0015
RC-KA-005116,Lakshmi Naik,PHH,2,10,5,5,en,FPS-KA-CHB-0016
RC-KA-005117,Shankar Sharma,PHH,3,15,15,0,kn,FPS-KA-CHB-0017
RC-KA-005118,Deepa Joshi,PHH,7,35,5,30,kn,FPS-KA-CHB-0018
RC-KA-005119,Vijay Kumar,PHH,6,30,10,20,hi,FPS-KA-CHB-0019
RC-KA-005120,Akash Nayak,PHH,2,10,0,10,kn,FPS-KA-CHB-0020
RC-KA-005121,Ananya Shetty,PHH,8,40,35,5,kn,FPS-KA-CHK-0001
RC-KA-005122,Prakash Desai,PHH,4,20,20,0,kn,FPS-KA-CHK-0002
RC-KA-005123,Arjun Kulkarni,PHH,2,10,5,5,kn,FPS-KA-CHK-0003
RC-KA-005124,Sanjay Kulkarni,PHH,1,5,5,0,kn,FPS-KA-CHK-0004
RC-KA-005125,Ganesh Kulkarni,PHH,1,5,0,5,kn,FPS-KA-CHK-0005
RC-KA-005126,Shalini Desai,PHH,6,30,30,0,kn,FPS-KA-CHK-0006
RC-KA-005127,Akash Desai,PHH,8,40,10,30,kn,FPS-KA-CHK-0007
RC-KA-005128,Aditi Kumar,PHH,2,10,0,10,kn,FPS-KA-CHK-0008
RC-KA-005129,Shankar Naik,PHH,8,40,5,35,kn,FPS-KA-CHK-0009
RC-KA-005130,Shalini Reddy,PHH,8,40,40,0,en,FPS-KA-CHK-0010
RC-KA-005131,Meena Hegde,PHH,8,40,0,40,kn,FPS-KA-CHK-0011
RC-KA-005132,Shalini Shetty,PHH,5,25,5,20,kn,FPS-KA-CHK-0012
RC-KA-005133,Sneha Naik,PHH,8,40,20,20,hi,FPS-KA-CHK-0013
RC-KA-005134,Bhavana Kulkarni,PHH,6,30,25,5,kn,FPS-KA-CHK-0014
RC-KA-005135,Harish Naik,PHH,1,5,0,5,kn,FPS-KA-CHK-0015
RC-KA-005136,Swathi Desai,PHH,7,35,30,5,en,FPS-KA-CHK-0016
RC-KA-005137,Manoj Kulkarni,PHH,3,15,10,5,en,FPS-KA-CHK-0017
RC-KA-005138,Manoj Poojary,PHH,7,35,20,15,kn,FPS-KA-CHK-0018
RC-KA-005139,Akash Kumar,PHH,7,35,15,20,kn,FPS-KA-CHK-0019
RC-KA-005140,Pooja Nayak,PHH,4,20,10,10,kn,FPS-KA-CHK-0020
RC-KA-005141,Arjun Hegde,PHH,7,35,35,0,kn,FPS-KA-CHI-0001
RC-KA-005142,Lakshmi Bhat,PHH,3,15,5,10,en,FPS-KA-CHI-0002
RC-KA-005143,Ravi Bhat,PHH,8,40,0,40,kn,FPS-KA-CHI-0003
RC-KA-005144,Vijay Joshi,PHH,1,5,5,0,kn,FPS-KA-CHI-0004
RC-KA-005145,Rekha Hegde,PHH,7,35,15,20,kn,FPS-KA-CHI-0005
RC-KA-005146,Aarav Hegde,PHH,6,30,30,0,kn,FPS-KA-CHI-0006
RC-KA-005147,Prakash Kulkarni,PHH,1,5,0,5,kn,FPS-KA-CHI-0007
RC-KA-005148,Manoj Kulkarni,PHH,2,10,5,5,kn,FPS-KA-CHI-0008
RC-KA-005149,Ravi Poojary,PHH,5,25,0,25,kn,FPS-KA-CHI-0009
RC-KA-005150,Sanjay Desai,PHH,6,30,15,15,kn,FPS-KA-CHI-0010
RC-KA-005151,Kavya Naik,PHH,8,40,35,5,hi,FPS-KA-CHI-0011
RC-KA-005152,Prakash Bhat,PHH,3,15,15,0,en,FPS-KA-CHI-0012
RC-KA-005153,Naveen Naik,PHH,1,5,0,5,hi,FPS-KA-CHI-0013
RC-KA-005154,Suresh Kulkarni,PHH,3,15,5,10,kn,FPS-KA-CHI-0014
RC-KA-005155,Bhavana Patil,PHH,3,15,15,0,hi,FPS-KA-CHI-0015
RC-KA-005156,Arjun Desai,PHH,3,15,5,10,en,FPS-KA-CHI-0016
RC-KA-005157,Sneha Desai,PHH,2,10,0,10,hi,FPS-KA-CHI-0017
RC-KA-005158,Lakshmi Sharma,PHH,6,30,25,5,en,FPS-KA-CHI-0018
RC-KA-005159,Bhavana Patil,PHH,2,10,5,5,kn,FPS-KA-CHI-0019
RC-KA-005160,Pooja Hegde,PHH,5,25,5,20,kn,FPS-KA-CHI-0020
RC-KA-005161,Pooja Kulkarni,PHH,2,10,5,5,kn,FPS-KA-DK-0001
RC-KA-005162,Ananya Kumar,PHH,4,20,0,20,kn,FPS-KA-DK-0002
RC-KA-005163,Suresh Rao,PHH,7,35,0,35,kn,FPS-KA-DK-0003
RC-KA-005164,Bhavana Bhat,PHH,3,15,5,10,kn,FPS-KA-DK-0004
RC-KA-005165,Swathi Naik,PHH,7,35,0,35,kn,FPS-KA-DK-0005
RC-KA-005166,Sneha Gowda,PHH,3,15,15,0,kn,FPS-KA-DK-0006
RC-KA-005167,Suresh Gowda,PHH,1,5,5,0,kn,FPS-KA-DK-0007
RC-KA-005168,Shalini Patil,PHH,8,40,35,5,en,FPS-KA-DK-0008
RC-KA-005169,Chetan Desai,PHH,4,20,0,20,kn,FPS-KA-DK-0009
RC-KA-005170,Aditi Naik,PHH,1,5,5,0,kn,FPS-KA-DK-0010
RC-KA-005171,Sneha Desai,PHH,4,20,5,15,kn,FPS-KA-DK-0011
RC-KA-005172,Kiran Sharma,PHH,3,15,10,5,en,FPS-KA-DK-0012
RC-KA-005173,Manoj Shetty,PHH,4,20,0,20,en,FPS-KA-DK-0013
RC-KA-005174,Deepa Nayak,PHH,5,25,15,10,kn,FPS-KA-DK-0014
RC-KA-005175,Aditi Bhat,PHH,1,5,0,5,en,FPS-KA-DK-0015
RC-KA-005176,Bhavana Nayak,PHH,7,35,25,10,kn,FPS-KA-DK-0016
RC-KA-005177,Sneha Joshi,PHH,6,30,20,10,hi,FPS-KA-DK-0017
RC-KA-005178,Deepa Bhat,PHH,6,30,0,30,kn,FPS-KA-DK-0018
RC-KA-005179,Bhavana Rao,PHH,4,20,5,15,kn,FPS-KA-DK-0019
RC-KA-005180,Akash Shetty,PHH,8,40,10,30,kn,FPS-KA-DK-0020
RC-KA-005181,Rahul Patil,PHH,2,10,5,5,kn,FPS-KA-DAV-0001
RC-KA-005182,Aditi Shetty,PHH,5,25,20,5,hi,FPS-KA-DAV-0002
RC-KA-005183,Rahul Hegde,PHH,7,35,30,5,kn,FPS-KA-DAV-0003
RC-KA-005184,Pooja Poojary,PHH,3,15,15,0,en,FPS-KA-DAV-0004
RC-KA-005185,Prakash Desai,PHH,5,25,10,15,en,FPS-KA-DAV-0005
RC-KA-005186,Prakash Hegde,PHH,5,25,20,5,hi,FPS-KA-DAV-0006
RC-KA-005187,Naveen Kumar,PHH,1,5,5,0,hi,FPS-KA-DAV-0007
RC-KA-005188,Lakshmi Bhat,PHH,7,35,20,15,hi,FPS-KA-DAV-0008
RC-KA-005189,Suresh Kumar,PHH,8,40,25,15,hi,FPS-KA-DAV-0009
RC-KA-005190,Aarav Poojary,PHH,1,5,0,5,kn,FPS-KA-DAV-0010
RC-KA-005191,Suresh Shetty,PHH,2,10,10,0,en,FPS-KA-DAV-0011
RC-KA-005192,Akash Nayak,PHH,1,5,0,5,kn,FPS-KA-DAV-0012
RC-KA-005193,Ganesh Nayak,PHH,6,30,30,0,hi,FPS-KA-DAV-0013
RC-KA-005194,Divya Joshi,PHH,4,20,20,0,kn,FPS-KA-DAV-0014
RC-KA-005195,Bhavana Hegde,PHH,1,5,0,5,kn,FPS-KA-DAV-0015
RC-KA-005196,Aarav Shetty,PHH,4,20,5,15,kn,FPS-KA-DAV-0016
RC-KA-005197,Arjun Rao,PHH,4,20,10,10,kn,FPS-KA-DAV-0017
RC-KA-005198,Kavya Kumar,PHH,6,30,25,5,hi,FPS-KA-DAV-0018
RC-KA-005199,Sanjay Reddy,PHH,1,5,0,5,kn,FPS-KA-DAV-0019
RC-KA-005200,Rekha Poojary,PHH,6,30,10,20,kn,FPS-KA-DAV-0020
RC-KA-005201,Prakash Joshi,PHH,1,5,0,5,en,FPS-KA-DHA-0001
RC-KA-005202,Priya Reddy,PHH,5,25,25,0,hi,FPS-KA-DHA-0002
RC-KA-005203,Ganesh Kumar,PHH,4,20,5,15,en,FPS-KA-DHA-0003
RC-KA-005204,Prakash Kulkarni,PHH,4,20,15,5,en,FPS-KA-DHA-0004
RC-KA-005205,Aarav Hegde,PHH,3,15,0,15,hi,FPS-KA-DHA-0005
RC-KA-005206,Shankar Naik,PHH,4,20,0,20,kn,FPS-KA-DHA-0006
RC-KA-005207,Prakash Patil,PHH,5,25,0,25,kn,FPS-KA-DHA-0007
RC-KA-005208,Kiran Hegde,PHH,8,40,25,15,hi,FPS-KA-DHA-0008
RC-KA-005209,Deepa Desai,PHH,3,15,0,15,kn,FPS-KA-DHA-0009
RC-KA-005210,Manoj Naik,PHH,7,35,15,20,kn,FPS-KA-DHA-0010
RC-KA-005211,Vijay Patil,PHH,6,30,10,20,kn,FPS-KA-DHA-0011
RC-KA-005212,Suresh Naik,PHH,7,35,10,25,kn,FPS-KA-DHA-0012
RC-KA-005213,Manoj Hegde,PHH,2,10,10,0,kn,FPS-KA-DHA-0013
RC-KA-005214,Kiran Desai,PHH,2,10,10,0,kn,FPS-KA-DHA-0014
RC-KA-005215,Meena Hegde,PHH,2,10,10,0,kn,FPS-KA-DHA-0015
RC-KA-005216,Lakshmi Kumar,PHH,4,20,15,5,kn,FPS-KA-DHA-0016
RC-KA-005217,Ravi Kumar,PHH,5,25,15,10,kn,FPS-KA-DHA-0017
RC-KA-005218,Swathi Nayak,PHH,7,35,20,15,kn,FPS-KA-DHA-0018
RC-KA-005219,Lakshmi Gowda,PHH,3,15,0,15,en,FPS-KA-DHA-0019
RC-KA-005220,Prakash Sharma,PHH,8,40,15,25,kn,FPS-KA-DHA-0020
RC-KA-005221,Arjun Naik,PHH,3,15,10,5,kn,FPS-KA-GAD-0001
RC-KA-005222,Ananya Gowda,PHH,1,5,0,5,kn,FPS-KA-GAD-0002
RC-KA-005223,Harish Hegde,PHH,6,30,25,5,kn,FPS-KA-GAD-0003
RC-KA-005224,Chetan Bhat,PHH,1,5,5,0,kn,FPS-KA-GAD-0004
RC-KA-005225,Ananya Naik,PHH,3,15,0,15,kn,FPS-KA-GAD-0005
RC-KA-005226,Manoj Desai,PHH,4,20,0,20,kn,FPS-KA-GAD-0006
RC-KA-005227,Priya Shetty,PHH,8,40,10,30,kn,FPS-KA-GAD-0007
RC-KA-005228,Suresh Shetty,PHH,6,30,25,5,hi,FPS-KA-GAD-0008
RC-KA-005229,Deepa Bhat,PHH,3,15,0,15,kn,FPS-KA-GAD-0009
RC-KA-005230,Harish Bhat,PHH,5,25,25,0,hi,FPS-KA-GAD-0010
RC-KA-005231,Vijay Patil,PHH,2,10,10,0,kn,FPS-KA-GAD-0011
RC-KA-005232,Aditi Kulkarni,PHH,5,25,20,5,kn,FPS-KA-GAD-0012
RC-KA-005233,Chetan Reddy,PHH,8,40,30,10,hi,FPS-KA-GAD-0013
RC-KA-005234,Pooja Kulkarni,PHH,4,20,5,15,kn,FPS-KA-GAD-0014
RC-KA-005235,Priya Patil,PHH,6,30,0,30,kn,FPS-KA-GAD-0015
RC-KA-005236,Pooja Poojary,PHH,3,15,10,5,kn,FPS-KA-GAD-0016
RC-KA-005237,Swathi Joshi,PHH,5,25,15,10,kn,FPS-KA-GAD-0017
RC-KA-005238,Shankar Hegde,PHH,6,30,25,5,kn,FPS-KA-GAD-0018
